200,322847.1763,999869.9379,0.0000,IR SET
201,322834.6067,999797.1863,0.0000,IR SET
202,322729.4816,999887.0756,0.0000,IR SET
203,322770.2090,999960.9660,0.5900,IR FOUND
204,322890.8800,999935.2830,5.9410,IR FOUND
205,322962.7220,999860.8090,2.5410,CONC MON
206,322894.8320,999791.6360,2.6580,IR FOUND
207,322679.7270,999811.4600,0.9530,IR FOUND
